seq_idx,header,rank,start_pos,end_pos,trough_pos,width_bp,mean_residual,gc_pct,nonB_motifs,n_motif_types
8801,FP006892 ANK1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-139,-141,62,-0.55313,80.28,G4;STR;DirectRepeat;Triplex,4
8803,FP000819 CSF1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-169,50,-0.98513,84.75,G4;STR;DirectRepeat;Triplex,4
8803,FP000819 CSF1_1              :+U  EU:NC; range -3000 to  3000.,2,-150,-84,-98,67,-0.70443,55.26,STR;DirectRepeat,2
8804,FP003079 SLC38A3_1           :+U  EU:NC; range -3000 to  3000.,1,-84,-35,-62,50,-1.26579,91.53,G4;STR;DirectRepeat,3
8805,FP013492 MEP1B_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-174,50,-1.05008,38.98,STR;PolyA;DirectRepeat;Triplex,4
8806,FP012969 ASB16_1             :+U  EU:NC; range -3000 to  3000.,1,-146,-97,-129,50,-0.42436,67.8,STR;DirectRepeat,2
8807,FP002413 PDK1_1              :+U  EU:NC; range -3000 to  3000.,1,-131,-82,-83,50,-0.53692,77.97,STR;DirectRepeat,2
8807,FP002413 PDK1_1              :+U  EU:NC; range -3000 to  3000.,2,-80,-18,-32,63,-0.11582,80.56,STR;DirectRepeat,2
8808,FP008985 PPP1R14B_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-182,50,-0.59809,72.88,iMotif;STR;DirectRepeat;Triplex,4
8808,FP008985 PPP1R14B_1          :+U  EU:NC; range -3000 to  3000.,2,-84,-5,-13,80,-0.14273,80.9,STR;DirectRepeat;Triplex,3
8808,FP008985 PPP1R14B_1          :+U  EU:NC; range -3000 to  3000.,3,-150,-100,-109,51,-0.07732,70.0,STR;DirectRepeat;Triplex,3
8810,FP016294 BCORL1_1            :+U  EU:NC; range -3000 to  3000.,1,-54,49,46,104,-0.21782,78.76,STR;DirectRepeat;Triplex,3
8811,FP006848 RBPMS_1             :+U  EU:NC; range -3000 to  3000.,1,-199,-150,-187,50,-0.71892,88.14,ZDNA;STR;DirectRepeat,3
8811,FP006848 RBPMS_1             :+U  EU:NC; range -3000 to  3000.,2,-129,-28,-48,102,-0.43448,72.97,G4;STR;DirectRepeat;Triplex,4
8812,FP000736 RPAP2_1             :+U  EU:NC; range -3000 to  3000.,1,-93,-29,-65,65,-0.40261,77.03,STR;DirectRepeat,2
8812,FP000736 RPAP2_1             :+U  EU:NC; range -3000 to  3000.,2,-194,-145,-194,50,-0.16876,71.19,DirectRepeat,1
8813,FP001851 FEZ2_1              :+U  EU:NC; range -3000 to  3000.,1,-21,28,-18,50,-0.48562,81.36,STR;DirectRepeat,2
8814,FP006988 STAU2_1             :+U  EU:NC; range -3000 to  3000.,1,-92,-43,-45,50,-0.8337,91.53,G4;STR;DirectRepeat,3
8814,FP006988 STAU2_1             :+U  EU:NC; range -3000 to  3000.,2,-196,-93,-166,104,-0.18016,86.73,ZDNA;STR;DirectRepeat,3
8816,FP002153 LIPT1_1             :+U  EU:NC; range -3000 to  3000.,1,-83,-34,-50,50,-1.05728,72.88,STR;DirectRepeat,2
8817,FP006794 EGR3_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-153,50,-0.27403,57.63,STR;DirectRepeat,2
8818,FP016277 C1GALT1C1_1         :+U  EU:NC; range -3000 to  3000.,1,-87,-21,-46,67,-0.42588,76.32,STR;DirectRepeat,2
8818,FP016277 C1GALT1C1_1         :+U  EU:NC; range -3000 to  3000.,2,-196,-88,-155,109,-0.11705,72.03,STR;DirectRepeat;Triplex,3
8819,FP013486 DSG2_1              :+U  EU:NC; range -3000 to  3000.,1,-197,-20,-46,178,-0.08811,71.12,STR;DirectRepeat;Triplex,3
8820,FP001630 SLC35F3_1           :+U  EU:NC; range -3000 to  3000.,1,-73,-24,-60,50,-0.49251,76.27,STR;DirectRepeat;Triplex,3
8820,FP001630 SLC35F3_1           :+U  EU:NC; range -3000 to  3000.,2,-200,-134,-180,67,-0.09354,57.89,STR;DirectRepeat,2
8821,FP009688 SPX_1               :+U  EU:NC; range -3000 to  3000.,1,-198,-149,-193,50,-0.89242,54.24,G4;STR;DirectRepeat;Triplex,4
8822,FP006069 HOXA10_1            :+U  EU:NC; range -3000 to  3000.,1,-160,-111,-148,50,-0.95549,64.41,STR;DirectRepeat,2
8824,FP012568 ALOX12B_1           :+U  EU:NC; range -3000 to  3000.,1,-188,-139,-145,50,-0.5249,57.63,STR;DirectRepeat;Triplex,3
8825,FP014963 GINS1_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-126,-167,70,-0.14954,68.35,STR;DirectRepeat,2
8827,FP014834 SDCBP2_1            :+U  EU:NC; range -3000 to  3000.,1,-144,-93,-99,52,-0.42723,62.3,DirectRepeat,1
8828,FP004086 ADH1A_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-196,50,-0.40447,30.51,STR;DirectRepeat,2
8828,FP004086 ADH1A_1             :+U  EU:NC; range -3000 to  3000.,2,-142,2,-19,145,-0.07455,45.45,STR;DirectRepeat,2
8829,FP004002 NAAA_1              :+U  EU:NC; range -3000 to  3000.,1,-56,-7,-13,50,-0.80492,74.58,STR;DirectRepeat,2
8829,FP004002 NAAA_1              :+U  EU:NC; range -3000 to  3000.,2,-170,-107,-135,64,-0.11657,75.34,STR;DirectRepeat,2
8830,FP002365 IFIH1_1             :+U  EU:NC; range -3000 to  3000.,1,-197,-148,-157,50,-0.24138,47.46,STR;DirectRepeat,2
8830,FP002365 IFIH1_1             :+U  EU:NC; range -3000 to  3000.,2,-147,-58,-68,90,-0.15852,62.63,STR;DirectRepeat,2
8831,FP011844 USP7_1              :+U  EU:NC; range -3000 to  3000.,1,-160,-111,-127,50,-0.75708,96.61,STR;DirectRepeat,2
8831,FP011844 USP7_1              :+U  EU:NC; range -3000 to  3000.,2,-110,-61,-65,50,-0.22489,91.53,DirectRepeat,1
8832,FP005931 THBS2_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-146,-192,55,-0.06979,64.06,STR;DirectRepeat;Triplex,3
8833,FP014647 ZNF610_1            :+U  EU:NC; range -3000 to  3000.,1,-83,-34,-64,50,-0.37341,66.1,ZDNA;STR;DirectRepeat,3
8834,FP001051 RPS27_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-97,-150,104,-0.13254,49.56,STR;DirectRepeat,2
8835,FP003116 ALAS1_1             :+U  EU:NC; range -3000 to  3000.,1,-187,-62,-116,126,-0.09447,73.33,STR;DirectRepeat,2
8836,FP005550 EFHC1_1             :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-189,50,-0.24013,72.88,STR;DirectRepeat;Triplex,3
8836,FP005550 EFHC1_1             :+U  EU:NC; range -3000 to  3000.,2,-142,-58,-103,85,-0.12344,71.28,STR;DirectRepeat,2
8837,FP002980 KIF15_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-98,-105,98,-0.10794,58.88,STR;DirectRepeat,2
8838,FP016433 UBL4A_1             :+U  EU:NC; range -3000 to  3000.,1,-179,10,-67,190,-0.06325,60.3,STR;DirectRepeat,2
8839,FP016126 MAGT1_1             :+U  EU:NC; range -3000 to  3000.,1,-189,-140,-189,50,-0.11642,47.46,STR;DirectRepeat,2
8839,FP016126 MAGT1_1             :+U  EU:NC; range -3000 to  3000.,2,-139,-90,-126,50,-0.28103,69.49,STR;DirectRepeat,2
8841,FP015699 ENTHD1_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-200,50,-0.16983,44.07,STR;PolyA;DirectRepeat;Triplex,4
8842,FP001546 RAB3GAP2_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-197,50,-0.36933,54.24,STR;DirectRepeat,2
8842,FP001546 RAB3GAP2_1          :+U  EU:NC; range -3000 to  3000.,2,-150,-101,-105,50,-0.59682,74.58,STR;DirectRepeat,2
8843,FP014743 NLRP4_1             :+U  EU:NC; range -3000 to  3000.,1,-163,-114,-138,50,-0.29221,49.15,STR;DirectRepeat,2
8844,FP000877 VANGL1_1            :+U  EU:NC; range -3000 to  3000.,1,-182,-133,-174,50,-0.52428,79.66,STR;DirectRepeat,2
8844,FP000877 VANGL1_1            :+U  EU:NC; range -3000 to  3000.,2,-96,30,18,127,-0.0538,78.68,G4;STR;DirectRepeat,3
8845,FP006427 POLR2J2_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-200,50,-0.18304,61.02,STR;DirectRepeat,2
8845,FP006427 POLR2J2_1           :+U  EU:NC; range -3000 to  3000.,2,-150,-5,-18,146,-0.19381,63.87,iMotif;STR;DirectRepeat,3
8846,FP007958 SUV39H2_1           :+U  EU:NC; range -3000 to  3000.,1,-175,-126,-133,50,-0.72689,86.44,STR;DirectRepeat,2
8846,FP007958 SUV39H2_1           :+U  EU:NC; range -3000 to  3000.,2,-125,-33,-41,93,-0.0817,80.39,G4;iMotif;STR;DirectRepeat,4
8847,FP011903 GPRC5B_1            :+U  EU:NC; range -3000 to  3000.,1,-86,-37,-80,50,-1.0569,93.22,G4;STR;DirectRepeat,3
8848,FP005448 TREML1_1            :+U  EU:NC; range -3000 to  3000.,1,-196,-145,-147,52,-0.21243,57.38,STR;DirectRepeat,2
8848,FP005448 TREML1_1            :+U  EU:NC; range -3000 to  3000.,2,-144,-47,-85,98,-0.07829,57.94,STR;DirectRepeat,2
8849,FP000899 HSD3B1_1            :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-169,50,-0.64115,49.15,DirectRepeat,1
8849,FP000899 HSD3B1_1            :+U  EU:NC; range -3000 to  3000.,2,-141,-88,-92,54,-0.34419,41.27,STR;DirectRepeat;Triplex,3
8850,FP002041 PCGF1_1             :+U  EU:NC; range -3000 to  3000.,1,-114,-65,-77,50,-0.68513,77.97,DirectRepeat,1
8851,FP008330 DNMBP_1             :+U  EU:NC; range -3000 to  3000.,1,-170,-121,-149,50,-0.88743,89.83,STR;DirectRepeat,2
8852,FP006659 ABCB8_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-146,-153,50,-0.93464,71.19,STR;DirectRepeat,2
8852,FP006659 ABCB8_1             :+U  EU:NC; range -3000 to  3000.,2,-145,-9,-17,137,-0.09726,56.16,G4;STR;DirectRepeat;Triplex,4
8853,FP004211 ZNF330_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-153,50,-0.19692,52.54,STR;DirectRepeat,2
8853,FP004211 ZNF330_1            :+U  EU:NC; range -3000 to  3000.,2,-149,-62,-95,88,-0.1065,64.95,STR;DirectRepeat;Triplex,3
8854,FP001461 MFSD4A_1            :+U  EU:NC; range -3000 to  3000.,1,-51,-2,-45,50,-0.89463,89.83,iMotif;STR;DirectRepeat,3
8855,FP008327 COX15_1             :+U  EU:NC; range -3000 to  3000.,1,-156,-107,-152,50,-0.75727,77.97,STR;DirectRepeat,2
8856,FP015318 IFNAR2_1            :+U  EU:NC; range -3000 to  3000.,1,-50,-1,-49,50,-0.69967,84.75,STR;DirectRepeat,2
8857,FP009332 DLAT_1              :+U  EU:NC; range -3000 to  3000.,1,-199,-92,-111,108,-0.13439,61.54,STR;DirectRepeat;Triplex,3
8858,FP011454 C15orf61_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-163,50,-0.71572,54.24,iMotif;STR;DirectRepeat,3
8861,FP012409 TIMM22_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-166,50,-0.39345,42.37,STR;DirectRepeat,2
8861,FP012409 TIMM22_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-100,-111,51,-0.1695,68.33,DirectRepeat,1
8862,FP000616 PATJ_1              :+U  EU:NC; range -3000 to  3000.,1,-183,-38,-95,146,-0.16102,77.42,G4;iMotif;STR;DirectRepeat;Triplex,5
8863,FP001323 TOR1AIP2_1          :+U  EU:NC; range -3000 to  3000.,1,-69,49,14,119,-0.1116,65.62,STR;DirectRepeat,2
8863,FP001323 TOR1AIP2_1          :+U  EU:NC; range -3000 to  3000.,2,-200,-70,-85,131,-0.07126,57.86,DirectRepeat,1
8864,FP010744 MDP1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-179,50,-0.26365,54.24,DirectRepeat,1
8864,FP010744 MDP1_1              :+U  EU:NC; range -3000 to  3000.,2,-148,-61,-75,88,-0.19489,55.67,STR;DirectRepeat,2
8865,FP005046 GPRIN1_1            :+U  EU:NC; range -3000 to  3000.,1,-185,31,-14,217,-0.05854,79.65,G4;STR;DirectRepeat,3
8866,FP003577 GHSR_1              :+U  EU:NC; range -3000 to  3000.,1,-117,-60,-66,58,-0.44711,53.73,STR;DirectRepeat,2
8866,FP003577 GHSR_1              :+U  EU:NC; range -3000 to  3000.,2,-199,-150,-192,50,-0.40832,61.02,STR;DirectRepeat;Triplex,3
8868,FP016349 SPANXA1_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-167,50,-0.44826,62.71,iMotif;STR;DirectRepeat,3
8869,FP014419 BCAM_1              :+U  EU:NC; range -3000 to  3000.,1,-70,-21,-51,50,-0.71459,88.14,G4;STR;DirectRepeat,3
8869,FP014419 BCAM_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-186,50,-0.1337,74.58,STR;DirectRepeat,2
8869,FP014419 BCAM_1              :+U  EU:NC; range -3000 to  3000.,3,-150,-71,-71,80,-0.15004,82.02,G4;STR;DirectRepeat,3
8870,FP010368 ULK1_1              :+U  EU:NC; range -3000 to  3000.,1,-159,-99,-133,61,-0.49633,82.86,iMotif;STR;DirectRepeat,3
8871,FP003747 TNIP2_1             :+U  EU:NC; range -3000 to  3000.,1,-100,-51,-98,50,-0.70262,86.44,G4;STR;DirectRepeat,3
8871,FP003747 TNIP2_1             :+U  EU:NC; range -3000 to  3000.,2,-166,-101,-134,66,-0.14697,86.67,G4;STR;DirectRepeat,3
8872,FP007856 CCDC183_1           :+U  EU:NC; range -3000 to  3000.,1,-196,-147,-150,50,-0.89185,74.58,G4;STR;DirectRepeat,3
8873,FP014594 SYT3_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-160,50,-0.15938,57.63,STR;DirectRepeat,2
8873,FP014594 SYT3_1              :+U  EU:NC; range -3000 to  3000.,2,-54,47,-26,102,-0.08273,84.68,STR;DirectRepeat;Triplex,3
8874,FP015265 ZNF512B_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-84,-110,117,-0.35771,82.54,iMotif;STR;DirectRepeat,3
8878,FP009382 CD3E_1              :+U  EU:NC; range -3000 to  3000.,1,-161,15,7,177,-0.08209,56.99,STR;DirectRepeat,2
8879,FP016372 CD99L2_1            :+U  EU:NC; range -3000 to  3000.,1,-86,-37,-54,50,-0.14984,79.66,ZDNA;STR;DirectRepeat,3
8880,FP002660 IRS1_1              :+U  EU:NC; range -3000 to  3000.,1,-173,-48,-63,126,-0.20029,84.44,G4;STR;DirectRepeat,3
8881,FP008131 SRGN_1              :+U  EU:NC; range -3000 to  3000.,1,-178,-96,-126,83,-0.192,44.57,STR;DirectRepeat,2
8882,FP007183 AGO2_1              :+U  EU:NC; range -3000 to  3000.,1,-68,-19,-63,50,-0.59556,88.14,iMotif;STR;DirectRepeat,3
8882,FP007183 AGO2_1              :+U  EU:NC; range -3000 to  3000.,2,-123,-69,-88,55,-0.2384,82.81,STR;DirectRepeat,2
8882,FP007183 AGO2_1              :+U  EU:NC; range -3000 to  3000.,3,-188,-136,-149,53,-0.2165,93.55,iMotif;STR;DirectRepeat,3
8884,FP013263 SMIM6_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-167,50,-1.50258,62.71,STR;DirectRepeat;Triplex,3
8885,FP006456 CBLL1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-189,50,-0.50991,61.02,DirectRepeat,1
8885,FP006456 CBLL1_1             :+U  EU:NC; range -3000 to  3000.,2,-150,-101,-120,50,-0.16597,49.15,STR;DirectRepeat;Triplex,3
8885,FP006456 CBLL1_1             :+U  EU:NC; range -3000 to  3000.,3,-95,-35,-44,61,-0.09283,65.71,DirectRepeat,1
8886,FP011441 RAB11A_1            :+U  EU:NC; range -3000 to  3000.,1,-91,-42,-91,50,-0.34514,71.19,STR;DirectRepeat,2
8887,FP004103 NFKB1_1             :+U  EU:NC; range -3000 to  3000.,1,-158,-81,-130,78,-0.15828,75.86,STR;DirectRepeat,2
8889,FP002739 SCLY_1              :+U  EU:NC; range -3000 to  3000.,1,-139,-90,-105,50,-0.23745,76.27,STR;DirectRepeat,2
8890,FP005340 PBX2_1              :+U  EU:NC; range -3000 to  3000.,1,-19,30,27,50,-0.66984,66.1,STR;DirectRepeat,2
8890,FP005340 PBX2_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-192,50,-0.47886,62.71,iMotif;STR;DirectRepeat,3
8890,FP005340 PBX2_1              :+U  EU:NC; range -3000 to  3000.,3,-73,-20,-60,54,-0.31236,73.02,iMotif;STR;DirectRepeat,3
8890,FP005340 PBX2_1              :+U  EU:NC; range -3000 to  3000.,4,-150,-74,-126,77,-0.08688,59.3,STR;DirectRepeat,2
8891,FP016101 ITGB1BP2_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-128,-167,73,-0.3112,48.78,STR;DirectRepeat,2
8892,FP011006 GPATCH2L_1          :+U  EU:NC; range -3000 to  3000.,1,-151,-101,-115,51,-0.20872,73.33,STR;DirectRepeat,2
8893,FP005929 DACT2_1             :+U  EU:NC; range -3000 to  3000.,1,-198,-149,-163,50,-1.1344,88.14,G4;STR;DirectRepeat,3
8894,FP011268 JMJD7_1             :+U  EU:NC; range -3000 to  3000.,1,-68,-19,-33,50,-0.59597,79.66,STR;DirectRepeat,2
8894,FP011268 JMJD7_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-142,-158,59,-0.25792,73.53,G4;STR;DirectRepeat,3
8894,FP011268 JMJD7_1             :+U  EU:NC; range -3000 to  3000.,3,-141,-92,-112,50,-0.09404,76.27,G4;STR;DirectRepeat,3
8895,FP008528 BET1L_1             :+U  EU:NC; range -3000 to  3000.,1,-198,-17,-23,182,-0.06902,67.54,iMotif;STR;DirectRepeat,3
8896,FP005304 LY6G6E_1            :+U  EU:NC; range -3000 to  3000.,1,-194,-77,-92,118,-0.0749,62.2,STR;DirectRepeat;Triplex,3
8897,FP009126 MYEOV_1             :+U  EU:NC; range -3000 to  3000.,1,-125,-76,-81,50,-0.74257,71.19,STR;DirectRepeat,2
8897,FP009126 MYEOV_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-163,50,-0.14953,61.02,Triplex,1
8898,FP000793 STXBP3_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-164,50,-0.44999,69.49,STR;DirectRepeat,2
8898,FP000793 STXBP3_1            :+U  EU:NC; range -3000 to  3000.,2,-148,-5,-44,144,-0.11199,69.93,STR;DirectRepeat,2
8899,FP010408 FGF9_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-172,50,-0.34954,52.54,STR;DirectRepeat,2
8899,FP010408 FGF9_1              :+U  EU:NC; range -3000 to  3000.,2,-149,42,15,192,-0.07079,76.12,STR;DirectRepeat,2
8900,FP009307 NPAT_1              :+U  EU:NC; range -3000 to  3000.,1,-186,-137,-141,50,-1.36762,71.19,iMotif;STR;DirectRepeat,3
8901,FP013636 BSG_1               :+U  EU:NC; range -3000 to  3000.,1,-51,-2,-9,50,-0.74811,81.36,STR;DirectRepeat,2
8902,FP011762 BRICD5_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-192,50,-0.54264,64.41,DirectRepeat,1
8903,FP000531 NSUN4_1             :+U  EU:NC; range -3000 to  3000.,1,-77,-28,-45,50,-0.33506,67.8,STR,1
8905,FP002008 CYP26B1_1           :+U  EU:NC; range -3000 to  3000.,1,-183,-133,-137,51,-0.35296,83.33,STR;DirectRepeat,2
8905,FP002008 CYP26B1_1           :+U  EU:NC; range -3000 to  3000.,2,-124,-2,-19,123,-0.12483,48.48,STR;PolyT;DirectRepeat,3
8906,FP015616 MCM5_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-94,-107,107,-0.07421,59.48,STR;DirectRepeat,2
8907,FP013361 ALYREF_1            :+U  EU:NC; range -3000 to  3000.,1,-195,-103,-109,93,-0.31815,77.45,ZDNA;STR;DirectRepeat,3
8908,FP007511 SPTLC1_1            :+U  EU:NC; range -3000 to  3000.,1,-75,-26,-75,50,-0.21222,66.1,STR;DirectRepeat,2
8908,FP007511 SPTLC1_1            :+U  EU:NC; range -3000 to  3000.,2,-191,-137,-143,55,-0.07481,50.0,STR;DirectRepeat,2
8909,FP007201 CYP11B1_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-177,50,-0.79627,59.32,STR;DirectRepeat;Triplex,3
8910,FP012578 SLC25A35_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-190,50,-0.12758,79.66,DirectRepeat,1
8911,FP005387 SPDEF_1             :+U  EU:NC; range -3000 to  3000.,1,-165,-116,-120,50,-0.81896,59.32,STR;DirectRepeat;Triplex,3
8913,FP014164 LSM14A_1            :+U  EU:NC; range -3000 to  3000.,1,-61,-12,-27,50,-0.34376,84.75,G4;STR;DirectRepeat,3
8914,FP007062 MTDH_1              :+U  EU:NC; range -3000 to  3000.,1,-76,-16,-19,61,-0.17584,81.43,iMotif;ZDNA;STR;DirectRepeat,4
8915,FP003849 KLHL5_1             :+U  EU:NC; range -3000 to  3000.,1,-189,-58,-68,132,-0.17958,38.3,STR;DirectRepeat;Triplex,3
8916,FP005951 GPER1_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-109,-171,87,-0.11484,39.58,STR;PolyA;DirectRepeat;Triplex,4
8916,FP005951 GPER1_1             :+U  EU:NC; range -3000 to  3000.,2,-108,-31,-61,78,-0.10358,62.07,STR;DirectRepeat,2
8917,FP009401 TRAPPC4_1           :+U  EU:NC; range -3000 to  3000.,1,-74,-25,-59,50,-0.40945,72.88,STR;DirectRepeat;Triplex,3
8918,FP011975 ATXN2L_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-191,50,-0.59248,72.88,STR;DirectRepeat,2
8918,FP011975 ATXN2L_1            :+U  EU:NC; range -3000 to  3000.,2,-44,5,-44,50,-0.13449,83.05,iMotif;STR;DirectRepeat,3
8919,FP002272 SMPD4_1             :+U  EU:NC; range -3000 to  3000.,1,-80,-12,-32,69,-0.12474,67.95,STR;DirectRepeat,2
8919,FP002272 SMPD4_1             :+U  EU:NC; range -3000 to  3000.,2,-192,-81,-146,112,-0.10585,69.42,STR;DirectRepeat,2
8922,FP002081 SFTPB_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-198,50,-0.48521,64.41,STR;DirectRepeat,2
8923,FP015557 RASL10A_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-146,-161,55,-0.20941,67.19,STR;DirectRepeat;Triplex,3
8923,FP015557 RASL10A_1           :+U  EU:NC; range -3000 to  3000.,2,-59,-3,-17,57,-0.11857,81.82,STR;DirectRepeat,2
8925,FP011704 STUB1_1             :+U  EU:NC; range -3000 to  3000.,1,-199,-141,-143,59,-0.12095,66.18,STR;DirectRepeat,2
8925,FP011704 STUB1_1             :+U  EU:NC; range -3000 to  3000.,2,-140,-18,-24,123,-0.05063,78.03,STR;DirectRepeat,2
8926,FP009355 NXPE4_1             :+U  EU:NC; range -3000 to  3000.,1,-185,-136,-163,50,-0.45534,37.29,STR;DirectRepeat,2
8927,FP013213 SSTR2_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-186,50,-0.58798,74.58,STR;DirectRepeat,2
8928,FP000271 TRIM63_1            :+U  EU:NC; range -3000 to  3000.,1,-183,-134,-180,50,-0.48522,54.24,STR,1
8929,FP011363 KIAA1370_1          :+U  EU:NC; range -3000 to  3000.,1,-191,-140,-180,52,-0.21678,65.57,DirectRepeat;Triplex,2
8929,FP011363 KIAA1370_1          :+U  EU:NC; range -3000 to  3000.,2,-139,-5,-91,135,-0.11731,71.53,STR;DirectRepeat;Triplex,3
8931,FP003976 COX18_1             :+U  EU:NC; range -3000 to  3000.,1,-121,-10,-14,112,-0.09273,61.98,DirectRepeat,1
8931,FP003976 COX18_1             :+U  EU:NC; range -3000 to  3000.,2,-174,-125,-173,50,-0.08229,64.41,DirectRepeat,1
8932,FP014275 ECH1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-185,50,-0.06258,57.63,STR,1
8932,FP014275 ECH1_1              :+U  EU:NC; range -3000 to  3000.,2,-107,30,-42,138,-0.09845,66.67,STR;DirectRepeat,2
8933,FP009799 PRPH_1              :+U  EU:NC; range -3000 to  3000.,1,-95,-46,-48,50,-0.35522,72.88,STR;DirectRepeat,2
8934,FP012931 CNTNAP1_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-185,50,-1.00863,49.15,STR;DirectRepeat,2
8936,FP002255 CNTNAP5_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-178,50,-0.3233,61.02,STR;DirectRepeat,2
8936,FP002255 CNTNAP5_1           :+U  EU:NC; range -3000 to  3000.,2,-150,-34,-70,117,-0.2725,75.4,STR;DirectRepeat;Triplex,3
8937,FP005024 ATP6V0E1_1          :+U  EU:NC; range -3000 to  3000.,1,-61,-12,-43,50,-0.52406,81.36,G4;STR;DirectRepeat,3
8937,FP005024 ATP6V0E1_1          :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-155,50,-0.07021,59.32,STR,1
8937,FP005024 ATP6V0E1_1          :+U  EU:NC; range -3000 to  3000.,3,-150,-62,-62,89,-0.08384,74.49,STR;DirectRepeat,2
8938,FP002384 G6PC2_1             :+U  EU:NC; range -3000 to  3000.,1,-184,-87,-106,98,-0.20369,47.66,STR;DirectRepeat,2
8940,FP002053 MRPL19_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-197,50,-1.10581,54.24,STR;Triplex,2
8943,FP006769 LPL_1               :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-162,50,-0.71001,50.85,STR;DirectRepeat,2
8944,FP003870 SHISA3_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-185,50,-0.80517,79.66,STR;DirectRepeat,2
8945,FP009223 CCDC90B_1           :+U  EU:NC; range -3000 to  3000.,1,-169,-120,-133,50,-0.29758,64.41,DirectRepeat,1
8946,FP001876 SLC8A1_1            :+U  EU:NC; range -3000 to  3000.,1,-176,-94,-109,83,-0.30612,84.78,ZDNA;STR;DirectRepeat;Triplex,4
8946,FP001876 SLC8A1_1            :+U  EU:NC; range -3000 to  3000.,2,-47,28,10,76,-0.10079,78.82,STR;DirectRepeat,2
8948,FP000501 RNF220_1            :+U  EU:NC; range -3000 to  3000.,1,-48,1,-34,50,-0.57992,61.02,STR;DirectRepeat,2
8949,FP004971 NIPAL4_1            :+U  EU:NC; range -3000 to  3000.,1,-198,-122,-128,77,-0.46244,76.74,iMotif;STR;DirectRepeat,3
8950,FP008003 APBB1IP_1           :+U  EU:NC; range -3000 to  3000.,1,-194,-145,-183,50,-0.50078,71.19,STR;DirectRepeat,2
8950,FP008003 APBB1IP_1           :+U  EU:NC; range -3000 to  3000.,2,-143,-93,-95,51,-0.0713,75.0,STR;DirectRepeat,2
8951,FP016182 GPRASP2_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-192,50,-0.05101,50.85,STR;DirectRepeat,2
8951,FP016182 GPRASP2_1           :+U  EU:NC; range -3000 to  3000.,2,-150,-68,-88,83,-0.10453,58.7,STR;DirectRepeat,2
8952,FP014854 CPXM1_1             :+U  EU:NC; range -3000 to  3000.,1,-192,-142,-190,51,-0.36378,50.0,STR;DirectRepeat,2
