seq_idx,header,seq_length,mean_perp,sd_perp,min_perp,n_regions,total_region_bp,pct_seq_in_regions,best_mean_residual
9290,FP011156 AHNAK2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2883,1.356,2.3366,0,0,0.0,
9291,FP002720 UGT1A4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.257,1.3829,1.0,0,0,0.0,
9292,FP016257 SLC25A43_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1451,1.4448,1.0,0,0,0.0,
9293,FP005817 PERP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1551,1.4584,1.0,1,76,1.27,-0.38336
9294,FP016243 IL13RA2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0721,1.4877,1.9813,2,112,1.87,-1.91883
9295,FP003495 RNF13_1             :+U  EU:NC; range -3000 to  3000.,6001,6.122,1.4681,1.0,0,0,0.0,
9296,FP014534 LHB_1               :+U  EU:NC; range -3000 to  3000.,6001,6.2244,1.3685,1.0,3,174,2.9,-0.6043
9297,FP001098 DAP3_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1441,1.4312,1.0,3,172,2.87,-0.27347
9298,FP006213 BAZ1B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0399,1.512,1.0,1,121,2.02,-0.12136
9299,FP004487 ITGA2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0392,1.4258,1.0,2,203,3.38,-0.12415
9300,FP014830 C20orf202_1         :+U  EU:NC; range -3000 to  3000.,6001,6.0821,1.4853,1.0,1,50,0.83,-0.36834
9301,FP015954 SLC9A7_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1309,1.4265,1.9813,2,102,1.7,-0.65622
9302,FP014912 MACROD2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0897,1.4903,1.0,1,50,0.83,-0.30252
9303,FP002893 CMC1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2718,1.3474,1.0,1,105,1.75,-0.11825
9304,FP013779 FUT6_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2269,1.5251,1.0,1,109,1.82,-0.16029
9305,FP014369 CEACAM1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1865,1.4807,1.0,1,200,3.33,-0.05733
9306,FP004047 ARHGAP24_1          :+U  EU:NC; range -3000 to  3000.,6001,6.0675,1.447,1.0,1,50,0.83,-0.70042
9307,FP002806 ARPC4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.3019,1.3933,1.0,0,0,0.0,
9308,FP014878 ADRA1D_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0695,1.4101,1.0,0,0,0.0,
9309,FP005913 PARK2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1337,1.4443,1.0,2,102,1.7,-0.42231
9310,FP013825 C19orf59_1          :+U  EU:NC; range -3000 to  3000.,6001,5.9263,1.4699,1.0,1,63,1.05,-0.22828
9311,FP009537 CD9_1               :+U  EU:NC; range -3000 to  3000.,6001,6.0832,1.3612,1.4174,2,100,1.67,-0.82155
9312,FP016039 HSD17B10_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2338,1.432,1.0,1,181,3.02,-0.06813
9313,FP001350 RGL1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0638,1.4896,1.0,0,0,0.0,
9314,FP002379 XIRP2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1727,1.416,1.0,0,0,0.0,
9315,FP008162 DNAJB12_1           :+U  EU:NC; range -3000 to  3000.,6001,6.181,1.4452,1.0,1,50,0.83,-1.05171
9316,FP000359 BSDC1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2207,1.4392,1.9813,1,50,0.83,-0.30934
9317,FP001022 PGLYRP3_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2383,1.3689,1.9813,1,50,0.83,-0.16914
9318,FP012946 IFI35_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1934,1.5894,1.0,2,151,2.52,-0.21262
9319,FP007033 CALB1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.8915,1.509,1.0,1,50,0.83,-0.20312
9320,FP008485 TEX36_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2442,1.3896,1.0,1,163,2.72,-0.16513
9321,FP012475 GP1BA_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1515,1.4717,1.0,1,50,0.83,-1.05154
9322,FP003208 RYBP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0049,1.48,1.0,1,50,0.83,-0.51987
9323,FP009040 OVOL1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0496,1.446,1.4174,1,164,2.73,-0.08369
9324,FP002215 POLR1B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1504,1.4295,1.0,0,0,0.0,
9325,FP009148 FOLR3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2569,1.3192,1.4174,1,50,0.83,-0.25887
9326,FP014420 NECTIN2_1           :+U  EU:NC; range -3000 to  3000.,6001,5.8406,1.5014,1.0,1,144,2.4,-0.12547
9327,FP007949 PHYH_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0371,1.5642,1.0,1,59,0.98,-0.21086
9328,FP007475 TLE4_1              :+U  EU:NC; range -3000 to  3000.,6001,5.8526,1.5327,1.0,0,0,0.0,
9329,FP007397 TLN1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1703,1.367,1.0,3,189,3.15,-0.17091
9330,FP012864 RAPGEFL1_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1071,1.477,1.0,1,100,1.67,-0.34898
9331,FP006634 ZNF282_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1596,1.3843,1.4174,2,104,1.73,-0.08773
9332,FP016432 LAGE3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1412,1.3983,1.9813,2,143,2.38,-0.57735
9333,FP008783 PRR5L_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0286,1.5066,1.0,0,0,0.0,
9334,FP003635 TRA2B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1919,1.5178,1.0,2,100,1.67,-0.62626
9335,FP007382 FANCG_1             :+U  EU:NC; range -3000 to  3000.,6001,6.154,1.4851,1.0,1,50,0.83,-0.28247
9336,FP013516 SETBP1_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8562,1.5652,1.0,2,103,1.72,-0.8906
9337,FP003951 UGT2A1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0874,1.4054,1.9813,1,145,2.42,-0.12519
9338,FP001191 F11R_1              :+U  EU:NC; range -3000 to  3000.,6001,6.047,1.5444,1.0,1,67,1.12,-0.52525
9339,FP002043 AUP1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1867,1.4099,1.0,3,247,4.12,-0.20627
9340,FP006442 RINT1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1567,1.4682,1.0,1,194,3.23,-0.1033
9341,FP007627 ZFP37_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1248,1.4678,1.4174,1,50,0.83,-0.19034
9342,FP009585 CLEC4C_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2081,1.4559,1.0,0,0,0.0,
9343,FP005885 ZDHHC14_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9771,1.4315,1.9813,2,108,1.8,-0.53915
9344,FP013438 AFG3L2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.006,1.523,1.0,1,50,0.83,-0.12065
9345,FP006020 TSPAN13_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1376,1.4394,1.0,0,0,0.0,
9346,FP009701 LYRM5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.248,1.4291,1.0,1,50,0.83,-0.43225
9347,FP012720 FLOT2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1618,1.4871,1.0,2,213,3.55,-0.18378
9348,FP005549 PAQR8_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1879,1.4296,1.0,1,65,1.08,-0.32205
9349,FP005202 SLC17A1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0694,1.4556,1.0,1,50,0.83,-0.50972
9350,FP008055 WASHC2C_1           :+U  EU:NC; range -3000 to  3000.,6001,6.204,1.4571,1.0,0,0,0.0,
9351,FP013340 CEP131_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0587,1.4664,1.0,1,50,0.83,-0.13938
9352,FP010405 MRPL57_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2167,1.4505,1.4174,1,50,0.83,-0.12916
9353,FP005788 ENPP1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1026,1.4062,1.0,1,151,2.52,-0.07159
9354,FP001696 TSSC1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2469,1.391,1.0,2,103,1.72,-0.19789
9355,FP015043 DLGAP4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0571,1.4706,1.9813,3,150,2.5,-0.78516
9356,FP013421 RAB12_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0627,1.4495,1.9813,0,0,0.0,
9357,FP009122 MRPL21_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1965,1.381,1.0,0,0,0.0,
9358,FP013090 CA10_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9739,1.5207,1.0,0,0,0.0,
9359,FP013541 MYO5B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1675,1.4732,1.0,2,111,1.85,-0.5789
9360,FP014049 MAP1S_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0156,1.5188,1.0,0,0,0.0,
9361,FP009053 CST6_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1481,1.5362,1.0,2,173,2.88,-0.2242
9362,FP015663 SLC16A8_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9373,1.4735,1.0,1,50,0.83,-0.46104
9363,FP004316 ASB5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0827,1.4271,1.9813,1,55,0.92,-0.34106
9364,FP010463 SOHLH2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1465,1.4303,1.0,1,50,0.83,-0.50377
9365,FP005017 STK10_1             :+U  EU:NC; range -3000 to  3000.,6001,6.007,1.5588,1.0,0,0,0.0,
9366,FP003509 P2RY12_1            :+U  EU:NC; range -3000 to  3000.,6001,6.06,1.4876,1.0,0,0,0.0,
9367,FP004979 UBLCP1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2107,1.4014,1.0,0,0,0.0,
9368,FP014977 MYLK2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2137,1.3865,1.0,2,188,3.13,-0.26768
9369,FP005041 HIGD2A_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2523,1.4012,1.0,2,100,1.67,-0.50364
9370,FP013743 ZBTB7A_1            :+U  EU:NC; range -3000 to  3000.,6001,5.5276,1.6419,1.0,2,163,2.72,-0.66869
9371,FP004107 SLC9B1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1227,1.409,1.0,2,106,1.77,-0.41399
9372,FP006483 CAPZA2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0462,1.5622,1.0,2,101,1.68,-0.34534
9373,FP012635 MPRIP_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1119,1.4773,1.0,1,108,1.8,-0.19472
9374,FP002569 C2orf80_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1765,1.4997,1.0,1,140,2.33,-0.14584
9375,FP007630 SLC31A1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.3134,1.3696,1.0,1,50,0.83,-0.53625
9376,FP013008 GOSR2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2098,1.3818,1.0,2,135,2.25,-0.41199
9377,FP008386 PDCD11_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2761,1.3888,1.0,1,72,1.2,-0.5551
9378,FP002237 INSIG2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1429,1.4318,1.0,2,100,1.67,-0.2215
9379,FP007754 PHYHD1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1004,1.6015,1.0,2,189,3.15,-0.12205
9380,FP006690 DNAJB6_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1337,1.5209,1.0,1,52,0.87,-0.6818
9381,FP004917 SLC26A2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1865,1.4938,1.0,1,116,1.93,-0.06444
9382,FP008189 AP3M1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1507,1.4601,1.0,1,90,1.5,-0.0647
9383,FP009150 FOLR2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1367,1.4103,1.0,2,181,3.02,-0.27884
9384,FP014846 ZNF343_1            :+U  EU:NC; range -3000 to  3000.,6001,6.226,1.4504,1.0,1,53,0.88,-0.27697
9385,FP002274 TUBA3E_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8716,1.4817,1.4174,2,100,1.67,-0.29193
9386,FP006939 IMPAD1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0741,1.4524,1.0,1,50,0.83,-0.20166
9387,FP013127 YPEL2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0594,1.4483,1.0,1,50,0.83,-0.62237
9388,FP005436 SAYSD1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0991,1.4766,1.0,2,103,1.72,-0.73191
9389,FP011073 FAM181A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.117,1.4422,1.9813,0,0,0.0,
9390,FP012934 VPS25_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1588,1.5095,1.0,1,109,1.82,-0.08779
9391,FP014098 TM6SF2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1567,1.4101,1.9813,1,107,1.78,-0.24816
9392,FP012064 AHSP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1781,1.475,1.0,2,100,1.67,-1.25216
9393,FP015063 RPRD1B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.3098,1.3746,1.0,1,65,1.08,-0.40061
9394,FP003052 CCDC71_1            :+U  EU:NC; range -3000 to  3000.,6001,6.3033,1.3483,1.0,1,145,2.42,-0.10648
9395,FP000103 UBE4B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0195,1.5837,1.0,1,50,0.83,-0.57563
9396,FP002106 RPIA_1              :+U  EU:NC; range -3000 to  3000.,6001,6.3864,1.3763,1.0,1,50,0.83,-0.37514
9397,FP012105 LPCAT2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1499,1.4126,1.0,1,50,0.83,-0.40721
9398,FP010092 RASSF9_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8646,1.489,1.0,1,50,0.83,-0.47315
9399,FP015322 DNAJC28_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1619,1.5593,1.0,3,215,3.58,-0.42345
9400,FP014379 PSG4_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1031,1.4153,1.0,0,0,0.0,
9401,FP002659 DOCK10_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2162,1.4573,1.9813,1,115,1.92,-0.0866
9402,FP006850 GSR_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1163,1.5361,1.0,2,158,2.63,-0.35804
9403,FP014524 HSD17B14_1          :+U  EU:NC; range -3000 to  3000.,6001,5.9109,1.5463,1.0,2,103,1.72,-0.25914
9404,FP011679 HBA2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0021,1.5245,1.0,1,78,1.3,-0.32941
9405,FP002624 SLC23A3_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1375,1.4003,1.0,1,50,0.83,-0.17866
9406,FP011254 CHAC1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1898,1.467,1.0,1,50,0.83,-0.08773
9407,FP008659 TMEM41B_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1495,1.5171,1.0,2,170,2.83,-1.4329
9408,FP005505 C6orf223_1          :+U  EU:NC; range -3000 to  3000.,6001,6.0865,1.4303,1.9813,0,0,0.0,
9409,FP007762 NTMT1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.171,1.4592,1.0,2,109,1.82,-1.19515
9410,FP014138 ZNF254_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0559,1.6224,1.0,0,0,0.0,
9411,FP013000 MAPT_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1297,1.465,1.0,1,50,0.83,-1.09792
9412,FP005876 MTRF1L_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2148,1.4258,1.0,0,0,0.0,
9413,FP005535 PTCHD4_1            :+U  EU:NC; range -3000 to  3000.,6001,5.924,1.4804,1.0,1,106,1.77,-0.28012
9414,FP006051 DFNA5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1048,1.4123,1.0,2,157,2.62,-0.54773
9415,FP009922 RDH5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1198,1.4816,1.0,2,170,2.83,-0.14965
9416,FP009565 TPI1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1447,1.3737,1.4174,1,50,0.83,-0.64198
9417,FP013134 RNFT1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1769,1.5253,1.0,1,197,3.28,-0.07486
9418,FP009194 THAP12_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2069,1.4524,1.0,0,0,0.0,
9419,FP007101 ZFPM2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.8561,1.4966,1.0,2,151,2.52,-0.57407
9420,FP006546 MKLN1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2045,1.4148,1.0,1,50,0.83,-0.57713
9421,FP007155 ZNF572_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0809,1.4393,1.0,1,50,0.83,-0.50467
9422,FP013680 MEX3D_1             :+U  EU:NC; range -3000 to  3000.,6001,5.6012,1.6101,1.0,2,111,1.85,-0.65344
9423,FP006229 CLIP2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0664,1.4896,1.0,2,175,2.92,-0.56671
9424,FP009672 MGST1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1351,1.4674,1.0,1,65,1.08,-0.18609
9425,FP015135 NEURL2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.201,1.4515,1.0,1,130,2.17,-0.18253
9426,FP014161 PEPD_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1797,1.3608,1.0,2,163,2.72,-0.3222
9427,FP003377 TXNRD3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1772,1.4018,1.0,1,50,0.83,-0.33664
9428,FP001668 HNRNPU_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0053,1.5469,1.0,2,124,2.07,-0.77941
9429,FP007901 LARP4B_1            :+U  EU:NC; range -3000 to  3000.,6001,5.866,1.5061,1.0,2,148,2.47,-0.14577
9430,FP014313 SERTAD1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1575,1.5099,1.0,2,122,2.03,-0.29988
9431,FP014803 ZNF324B_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1701,1.4029,1.0,2,104,1.73,-0.69742
9432,FP001422 KDM5B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0651,1.4233,1.9813,2,121,2.02,-0.99205
9433,FP002271 CCDC74B_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0418,1.536,1.0,2,135,2.25,-0.27425
9434,FP013035 HOXB5_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9919,1.4668,1.0,0,0,0.0,
9435,FP008007 YME1L1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.077,1.4894,1.0,1,50,0.83,-1.19921
9436,FP012441 TRPV1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1527,1.4597,1.0,1,83,1.38,-0.06507
9437,FP003622 FAM131A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0669,1.4076,1.9813,1,56,0.93,-0.51115
9438,FP000915 PEX11B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2019,1.4202,1.0,1,213,3.55,-0.05268
9439,FP005525 TDRD6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.3001,1.387,1.0,1,52,0.87,-0.48835
9440,FP000831 DRAM2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0639,1.4754,1.0,0,0,0.0,
9441,FP001644 ERO1B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1403,1.4781,1.0,0,0,0.0,
9442,FP000595 FAM151A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1641,1.5511,1.0,1,50,0.83,-0.78689
9443,FP016087 KIF4A_1             :+U  EU:NC; range -3000 to  3000.,6001,6.25,1.4067,1.0,1,145,2.42,-0.19055
9444,FP014054 RPL18A_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1995,1.4938,1.0,1,50,0.83,-0.07895
9445,FP013235 TMEM104_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1694,1.5015,1.0,1,197,3.28,-0.12312
9446,FP002465 ZC3H15_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1912,1.4337,1.9813,1,50,0.83,-0.44975
9447,FP008867 GLYAT_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2034,1.4035,1.9813,1,50,0.83,-0.90656
9448,FP013929 ZNF563_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1284,1.4569,1.0,2,156,2.6,-0.27487
9449,FP015175 KCNG1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1271,1.4407,1.0,1,193,3.22,-0.07128
9450,FP015807 ODF3B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0305,1.4738,1.0,0,0,0.0,
9451,FP009816 RACGAP1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1288,1.4469,1.0,0,0,0.0,
9452,FP005676 CCNC_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0327,1.5249,1.0,1,81,1.35,-0.19326
9453,FP001655 OPN3_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0601,1.4506,1.0,2,182,3.03,-0.33291
9454,FP012643 PEMT_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1139,1.4102,1.0,0,0,0.0,
9455,FP009027 SCYL1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0974,1.4167,1.0,1,50,0.83,-0.85053
9456,FP000594 ACOT11_1            :+U  EU:NC; range -3000 to  3000.,6001,6.186,1.4153,1.0,1,186,3.1,-0.12061
9457,FP008272 CEP55_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1053,1.5379,1.0,1,115,1.92,-0.15216
9458,FP005489 TTBK1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0039,1.4244,1.0,1,50,0.83,-0.24823
9459,FP007184 PTK2_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9484,1.49,1.0,2,187,3.12,-0.6766
9460,FP008597 CARS_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2908,1.4322,1.0,1,130,2.17,-0.06127
9461,FP008263 BTAF1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1719,1.417,1.0,2,100,1.67,-0.69637
9462,FP005774 KIAA0408_1          :+U  EU:NC; range -3000 to  3000.,6001,6.0946,1.4351,1.0,1,50,0.83,-0.13509
9463,FP002647 EPHA4_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9394,1.4384,1.0,2,147,2.45,-0.53224
9464,FP009458 PATE2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1432,1.3916,1.0,0,0,0.0,
9465,FP015717 TOB2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0212,1.4543,1.0,1,138,2.3,-0.11731
9466,FP012539 FGF11_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0277,1.444,1.4174,1,194,3.23,-0.05836
9467,FP007840 DNLZ_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0389,1.363,1.9813,2,119,1.98,-0.53554
9468,FP004601 HOMER1_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9949,1.4832,1.4174,1,151,2.52,-0.10749
9469,FP008349 LBX1_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9588,1.4345,1.9813,0,0,0.0,
9470,FP001316 TOR3A_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2884,1.4801,1.0,0,0,0.0,
9471,FP009338 BCO2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1441,1.4446,1.0,1,59,0.98,-0.52444
9472,FP006366 TAF6_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2168,1.6006,1.0,1,111,1.85,-0.1511
9473,FP012081 ABCC12_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2489,1.4008,1.0,1,83,1.38,-0.19089
9474,FP014124 ZNF738_1            :+U  EU:NC; range -3000 to  3000.,6001,6.192,1.4884,1.0,1,50,0.83,-0.27
9475,FP006726 SPAG11A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1731,1.4173,1.0,1,211,3.52,-0.05609
9476,FP011003 TTLL5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1081,1.5076,1.0,1,50,0.83,-0.81612
9477,FP005469 UBR2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1701,1.5033,1.0,0,0,0.0,
9478,FP002393 PHOSPHO2_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1974,1.4609,1.0,2,105,1.75,-0.11372
9479,FP010632 COL4A1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1604,1.3891,1.4174,1,50,0.83,-0.11326
9480,FP007094 CTHRC1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0427,1.4433,1.0,2,182,3.03,-0.18873
9481,FP003651 MASP1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.173,1.4476,1.0,1,50,0.83,-0.81073
9482,FP013717 TLE6_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1534,1.5156,1.0,2,100,1.67,-0.37915
9483,FP013370 ASPSCR1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1563,1.5108,1.0,1,101,1.68,-0.31245
9484,FP006594 NDUFB2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1797,1.4373,1.0,2,232,3.87,-0.10903
9485,FP006306 VPS50_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1466,1.4057,1.0,0,0,0.0,
9486,FP010409 SGCG_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0673,1.4204,1.0,0,0,0.0,
9487,FP001383 F13B_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1344,1.3788,1.0,0,0,0.0,
9488,FP006623 TCAF1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0748,1.4954,1.4174,2,191,3.18,-0.26602
9489,FP008451 TIAL1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0994,1.4467,1.0,2,150,2.5,-0.37131
9490,FP009892 ATP5G2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2267,1.4173,1.0,3,195,3.25,-0.1917
9491,FP012712 PROCA1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0435,1.4842,1.0,1,50,0.83,-0.22551
9492,FP000332 MATN1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2802,1.3603,1.0,1,50,0.83,-0.87589
9493,FP013147 EFCAB3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0992,1.4667,1.0,1,50,0.83,-0.28354
9494,FP009926 ORMDL2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1768,1.4179,1.0,1,50,0.83,-0.94246
9495,FP015094 PKIG_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1325,1.5072,1.0,1,111,1.85,-0.13862
9496,FP016010 FOXP3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0391,1.4838,1.0,1,50,0.83,-0.78885
9497,FP013031 HOXB1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9731,1.5183,1.0,2,163,2.72,-0.35532
